Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenSt	TimestepsThisBatch	TimestepsSoFar
0.6472253799438477	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
0.9472529888153076	1	26.578947	17.76844	82.0	11.0	26.57894736842105	17.768439760528942	1010	2012
1.1689748764038086	2	40.32	16.48689	74.0	14.0	40.32	16.486891762852085	1008	3020
1.4918186664581299	3	57.0	25.66883	113.0	17.0	57.0	25.668831077571276	1026	4046
1.884380578994751	4	78.69231	37.46051	153.0	27.0	78.6923076923077	37.4605117534238	1023	5069
2.2681145668029785	5	73.92857	35.145542	149.0	33.0	73.92857142857143	35.14554287066099	1035	6104
2.6334075927734375	6	136.75	38.37887	177.0	67.0	136.75	38.37886788325054	1094	7198
2.9435245990753174	7	129.22223	39.34683	190.0	70.0	129.22222222222223	39.34682756596995	1163	8361
3.177741289138794	8	113.888885	27.28632	159.0	77.0	113.88888888888889	27.286319097242547	1025	9386
3.4269323348999023	9	123.0	32.89377	200.0	80.0	123.0	32.89376840679705	1107	10493
3.675858497619629	10	171.16667	28.37497	200.0	115.0	171.16666666666666	28.37496940771723	1027	11520
3.91869854927063	11	160.14285	35.113808	200.0	92.0	160.14285714285714	35.11380913311364	1121	12641
4.179718494415283	12	136.0	44.31422	200.0	63.0	136.0	44.31421893704096	1088	13729
4.434417724609375	13	179.16667	15.431748	200.0	160.0	179.16666666666666	15.431749378760948	1075	14804
4.68607497215271	14	182.66667	24.540216	200.0	146.0	182.66666666666666	24.540216425741285	1096	15900
4.942955732345581	15	194.5	12.298374	200.0	167.0	194.5	12.298373876248844	1167	17067
5.201752424240112	16	184.33333	28.848263	200.0	121.0	184.33333333333334	28.848262031225072	1106	18173
5.500464916229248	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19373
5.799532175064087	18	200.0	0.0	200.0	200.0	200.0	0.0	1200	20573
6.088388681411743	19	200.0	0.0	200.0	200.0	200.0	0.0	1200	21773
6.362873792648315	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22973
6.661016464233398	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	24173
6.933830499649048	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25373
7.204726696014404	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26573
7.481444597244263	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	27773
7.7839226722717285	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28973
8.088737487792969	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	30173
8.386501550674438	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	31373
8.665608167648315	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	32573
8.966895580291748	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	33773
9.256603956222534	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34973
9.563093185424805	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	36173
9.88016390800476	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	37373
10.156516551971436	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	38573
10.443341732025146	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	39773
10.75119686126709	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40973
11.030978679656982	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	42173
11.32059645652771	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	43373
11.629756689071655	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	44573
11.945200204849243	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	45773
12.234951734542847	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	46973
12.510374784469604	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	48173
12.817960023880005	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	49373
13.099984169006348	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	50573
13.390746593475342	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	51773
13.688266038894653	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	52973
13.976348876953125	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	54173
14.28333854675293	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	55373
14.583953142166138	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	56573
14.872981548309326	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	57773
15.168865442276001	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	58973
15.456116914749146	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	60173
15.736438751220703	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	61373
16.019259929656982	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	62573
16.303569555282593	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	63773
16.577166080474854	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	64973
16.892717361450195	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	66173
17.209875106811523	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	67373
17.578542947769165	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	68573
17.97193479537964	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	69773
18.354926824569702	60	200.0	0.0	200.0	200.0	200.0	0.0	1200	70973
18.646071195602417	61	200.0	0.0	200.0	200.0	200.0	0.0	1200	72173
18.94943141937256	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	73373
19.25507092475891	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	74573
19.57064151763916	64	200.0	0.0	200.0	200.0	200.0	0.0	1200	75773
19.86548089981079	65	200.0	0.0	200.0	200.0	200.0	0.0	1200	76973
20.131635665893555	66	200.0	0.0	200.0	200.0	200.0	0.0	1200	78173
20.440707206726074	67	200.0	0.0	200.0	200.0	200.0	0.0	1200	79373
20.71166682243347	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	80573
21.007812976837158	69	200.0	0.0	200.0	200.0	200.0	0.0	1200	81773
21.317346334457397	70	200.0	0.0	200.0	200.0	200.0	0.0	1200	82973
21.60639977455139	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	84173
21.93021869659424	72	200.0	0.0	200.0	200.0	200.0	0.0	1200	85373
22.327346801757812	73	200.0	0.0	200.0	200.0	200.0	0.0	1200	86573
22.719179391860962	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	87773
23.04708504676819	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	88973
23.422874927520752	76	200.0	0.0	200.0	200.0	200.0	0.0	1200	90173
23.70466685295105	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	91373
23.984945058822632	78	200.0	0.0	200.0	200.0	200.0	0.0	1200	92573
24.280837059020996	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	93773
24.56411337852478	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	94973
24.881460666656494	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	96173
25.27444076538086	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	97373
25.659024238586426	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	98573
25.985276699066162	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	99773
26.329296588897705	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	100973
26.687878131866455	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	102173
27.05282735824585	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	103373
27.366859674453735	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	104573
27.648565530776978	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	105773
27.93729257583618	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	106973
28.303691387176514	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	108173
28.713326454162598	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	109373
29.10926580429077	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	110573
29.49060559272766	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	111773
29.874379873275757	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	112973
30.18141007423401	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	114173
30.500272274017334	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	115373
30.81378173828125	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	116573
31.10203766822815	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	117773
