Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenSt	TimestepsThisBatch	TimestepsSoFar
0.4990866184234619	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
0.7912983894348145	1	26.578947	17.76844	82.0	11.0	26.57894736842105	17.768439760528942	1010	2012
1.1257855892181396	2	40.32	16.48689	74.0	14.0	40.32	16.486891762852085	1008	3020
1.540318250656128	3	57.0	25.66883	113.0	17.0	57.0	25.668831077571276	1026	4046
1.9544310569763184	4	78.69231	37.46051	153.0	27.0	78.6923076923077	37.4605117534238	1023	5069
2.391061305999756	5	73.92857	35.145542	149.0	33.0	73.92857142857143	35.14554287066099	1035	6104
2.754481792449951	6	136.75	38.37887	177.0	67.0	136.75	38.37886788325054	1094	7198
3.087949275970459	7	129.22223	39.34683	190.0	70.0	129.22222222222223	39.34682756596995	1163	8361
3.3752059936523438	8	113.888885	27.28632	159.0	77.0	113.88888888888889	27.286319097242547	1025	9386
3.6301400661468506	9	123.0	32.89377	200.0	80.0	123.0	32.89376840679705	1107	10493
3.8432209491729736	10	171.16667	28.37497	200.0	115.0	171.16666666666666	28.37496940771723	1027	11520
