LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.10227367	0.4778475761413574	0	23.488372093023255	13.83855768298372	65.0	9.0	23.488372093023255	13.83855768298372	1010	1010
0.08912131	0.7456347942352295	1	21.382978723404257	11.582365891209152	62.0	9.0	21.382978723404257	11.582365891209152	1005	2015
0.046875954	0.9675190448760986	2	24.38095238095238	12.854408880395827	68.0	9.0	24.38095238095238	12.854408880395827	1024	3039
0.060084224	1.1890413761138916	3	22.931818181818183	11.613858741866677	58.0	10.0	22.931818181818183	11.613858741866677	1009	4048
0.06028986	1.4081332683563232	4	24.41860465116279	14.914067899430242	68.0	9.0	24.41860465116279	14.914067899430242	1050	5098
0.08831808	1.6218876838684082	5	23.302325581395348	13.79001135591709	92.0	9.0	23.302325581395348	13.79001135591709	1002	6100
0.038489893	1.8384311199188232	6	30.333333333333332	15.477582354991867	64.0	13.0	30.333333333333332	15.477582354991867	1001	7101
0.054775476	2.0696794986724854	7	39.03846153846154	19.262320271673417	85.0	16.0	39.03846153846154	19.262320271673417	1015	8116
0.06776932	2.2814271450042725	8	30.393939393939394	16.096187001781722	68.0	10.0	30.393939393939394	16.096187001781722	1003	9119
0.055550173	2.497159481048584	9	38.74074074074074	24.11637309595195	108.0	12.0	38.74074074074074	24.11637309595195	1046	10165
0.0067144595	2.7259585857391357	10	50.57142857142857	17.729640043002053	98.0	23.0	50.57142857142857	17.729640043002053	1062	11227
0.03543943	2.9255852699279785	11	41.958333333333336	19.85673514341055	84.0	14.0	41.958333333333336	19.85673514341055	1007	12234
0.06845692	3.1375293731689453	12	40.12	22.19967567330658	99.0	10.0	40.12	22.19967567330658	1003	13237
0.031702995	3.373140573501587	13	61.05555555555556	44.249886656756566	184.0	15.0	61.05555555555556	44.249886656756566	1099	14336
0.062251806	3.584683656692505	14	57.666666666666664	37.526287082819984	150.0	16.0	57.666666666666664	37.526287082819984	1038	15374
0.020393401	3.801184892654419	15	52.8421052631579	22.48803929553087	107.0	21.0	52.8421052631579	22.48803929553087	1004	16378
0.020552397	4.006240367889404	16	48.095238095238095	19.8635937905668	83.0	23.0	48.095238095238095	19.8635937905668	1010	17388
0.039764285	4.223297834396362	17	64.5625	35.740328674342095	160.0	18.0	64.5625	35.740328674342095	1033	18421
0.12338686	4.429036855697632	18	53.26315789473684	43.57793032121113	200.0	12.0	53.26315789473684	43.57793032121113	1012	19433
0.05936575	4.639965772628784	19	63.5	31.644509792379466	128.0	20.0	63.5	31.644509792379466	1016	20449
0.07350433	4.859711408615112	20	52.68421052631579	28.672474663413684	109.0	15.0	52.68421052631579	28.672474663413684	1001	21450
0.03914684	5.0829174518585205	21	66.9375	27.217799208422417	137.0	26.0	66.9375	27.217799208422417	1071	22521
0.08269024	5.298678636550903	22	75.0	36.87042949883512	149.0	18.0	75.0	36.87042949883512	1050	23571
0.011445269	5.522876024246216	23	73.71428571428571	17.98185026006807	111.0	40.0	73.71428571428571	17.98185026006807	1032	24603
0.030736484	5.734491586685181	24	84.83333333333333	42.83463033055796	181.0	31.0	84.83333333333333	42.83463033055796	1018	25621
0.03723061	5.961132287979126	25	62.35294117647059	27.213623699884085	120.0	25.0	62.35294117647059	27.213623699884085	1060	26681
0.13204372	6.179624795913696	26	113.33333333333333	54.61786439537078	200.0	52.0	113.33333333333333	54.61786439537078	1020	27701
0.117804304	6.422421932220459	27	102.81818181818181	49.749953278768714	186.0	47.0	102.81818181818181	49.749953278768714	1131	28832
0.15027392	6.651041507720947	28	98.72727272727273	54.549545301147866	200.0	29.0	98.72727272727273	54.549545301147866	1086	29918
0.18555027	6.868078947067261	29	111.55555555555556	46.72403880733273	200.0	43.0	111.55555555555556	46.72403880733273	1004	30922
0.058716536	7.081916093826294	30	126.25	64.78763385091325	200.0	34.0	126.25	64.78763385091325	1010	31932
0.0035949945	7.3188605308532715	31	152.57142857142858	57.760236304564955	200.0	49.0	152.57142857142858	57.760236304564955	1068	33000
0.067866564	7.545197486877441	32	131.25	39.39781085288877	200.0	90.0	131.25	39.39781085288877	1050	34050
0.04749073	7.7792932987213135	33	135.5	59.61962764056817	200.0	51.0	135.5	59.61962764056817	1084	35134
0.10578269	8.011624574661255	34	118.11111111111111	61.408367950312666	200.0	18.0	118.11111111111111	61.408367950312666	1063	36197
0.021325111	8.224106550216675	35	129.625	46.22482422897896	200.0	81.0	129.625	46.22482422897896	1037	37234
-0.0019616187	8.453030347824097	36	116.22222222222223	26.22033891542034	158.0	69.0	116.22222222222223	26.22033891542034	1046	38280
0.03767991	8.69502305984497	37	123.0	45.56314299957807	200.0	73.0	123.0	45.56314299957807	1107	39387
0.022529066	8.938217639923096	38	156.85714285714286	45.3318827298926	200.0	72.0	156.85714285714286	45.3318827298926	1098	40485
0.040299296	9.171874761581421	39	133.75	52.00901364186789	200.0	47.0	133.75	52.00901364186789	1070	41555
0.066253185	9.39773964881897	40	145.42857142857142	51.3916534158644	200.0	84.0	145.42857142857142	51.3916534158644	1018	42573
0.0586859	9.635637521743774	41	160.57142857142858	39.51439933874791	200.0	91.0	160.57142857142858	39.51439933874791	1124	43697
0.062374413	9.87027382850647	42	161.14285714285714	35.239703952982886	200.0	109.0	161.14285714285714	35.239703952982886	1128	44825
0.06500971	10.123543739318848	43	170.28571428571428	38.48827014527296	200.0	83.0	170.28571428571428	38.48827014527296	1192	46017
0.015789896	10.37194275856018	44	165.57142857142858	30.391996798297985	200.0	119.0	165.57142857142858	30.391996798297985	1159	47176
0.016568951	10.628058433532715	45	195.16666666666666	10.807661891248983	200.0	171.0	195.16666666666666	10.807661891248983	1171	48347
0.046888545	10.861063718795776	46	184.5	22.073740054644116	200.0	149.0	184.5	22.073740054644116	1107	49454
-0.005251661	11.104053020477295	47	191.16666666666666	13.221405203515832	200.0	166.0	191.16666666666666	13.221405203515832	1147	50601
0.0	11.363922357559204	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	51801
-0.014453262	11.60551929473877	49	184.0	16.802777548171413	200.0	161.0	184.0	16.802777548171413	1104	52905
-0.003349699	11.852674722671509	50	196.33333333333334	8.19891591749923	200.0	178.0	196.33333333333334	8.19891591749923	1178	54083
-0.00095307827	12.092230081558228	51	192.5	16.77050983124842	200.0	155.0	192.5	16.77050983124842	1155	55238
0.0	12.3463716506958	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	56438
0.006962687	12.594522953033447	53	189.0	16.22754859285078	200.0	159.0	189.0	16.22754859285078	1134	57572
0.005935073	12.825684547424316	54	179.0	17.15614564327703	200.0	151.0	179.0	17.15614564327703	1074	58646
0.008214004	13.055619955062866	55	180.5	24.62214450449026	200.0	137.0	180.5	24.62214450449026	1083	59729
0.004270613	13.301270008087158	56	191.66666666666666	16.499158227686106	200.0	155.0	191.66666666666666	16.499158227686106	1150	60879
0.061425447	13.5182466506958	57	172.33333333333334	60.97449375672495	200.0	36.0	172.33333333333334	60.97449375672495	1034	61913
0.003688991	13.778594255447388	58	196.0	8.94427190999916	200.0	176.0	196.0	8.94427190999916	1176	63089
0.0	14.029098749160767	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	64289
-0.0025823116	14.274495124816895	60	195.66666666666666	9.689627902499089	200.0	174.0	195.66666666666666	9.689627902499089	1174	65463
0.0038813055	14.533281087875366	61	198.33333333333334	3.7267799624996494	200.0	190.0	198.33333333333334	3.7267799624996494	1190	66653
0.023417085	14.780507564544678	62	192.0	17.88854381999832	200.0	152.0	192.0	17.88854381999832	1152	67805
0.0	15.037272930145264	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	69005
0.0012716949	15.284371376037598	64	196.66666666666666	7.4535599249993	200.0	180.0	196.66666666666666	7.4535599249993	1180	70185
0.0039234906	15.528751134872437	65	195.0	11.180339887498949	200.0	170.0	195.0	11.180339887498949	1170	71355
0.0	15.768363237380981	66	200.0	0.0	200.0	200.0	200.0	0.0	1200	72555
0.024388023	16.016890287399292	67	193.66666666666666	14.16176385749867	200.0	162.0	193.66666666666666	14.16176385749867	1162	73717
0.0	16.261107444763184	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	74917
0.0031425953	16.475343465805054	69	177.16666666666666	37.34709567765017	200.0	99.0	177.16666666666666	37.34709567765017	1063	75980
0.041404016	16.687573194503784	70	179.0	46.95742752749558	200.0	74.0	179.0	46.95742752749558	1074	77054
0.0	16.926594257354736	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	78254
0.00023131445	17.185099601745605	72	198.5	3.3541019662496847	200.0	191.0	198.5	3.3541019662496847	1191	79445
0.0017262176	17.43668246269226	73	193.83333333333334	13.7890858612487	200.0	163.0	193.83333333333334	13.7890858612487	1163	80608
0.0	17.699238061904907	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	81808
