LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.0	17.96236777305603	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	83008
0.0051643252	18.207483291625977	76	186.5	22.1641602593015	200.0	140.0	186.5	22.1641602593015	1119	84127
-4.681945e-05	18.460888147354126	77	196.33333333333334	8.19891591749923	200.0	178.0	196.33333333333334	8.19891591749923	1178	85305
7.8645535e-05	18.724505186080933	78	199.83333333333334	0.3726779962499649	200.0	199.0	199.83333333333334	0.3726779962499649	1199	86504
0.0	18.99138593673706	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	87704
0.0	19.255471229553223	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	88904
0.0	19.502525568008423	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	90104
0.0	19.762710332870483	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	91304
0.017761856	19.996182441711426	83	187.83333333333334	17.266698841668862	200.0	161.0	187.83333333333334	17.266698841668862	1127	92431
0.0	20.260677576065063	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	93631
0.0	20.515235662460327	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	94831
0.0	20.781232357025146	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	96031
0.0	21.04373836517334	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	97231
0.0	21.30741286277771	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	98431
0.0	21.561793565750122	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	99631
0.0	21.811455011367798	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	100831
0.0	22.063029289245605	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	102031
0.0	22.31602907180786	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	103231
0.0	22.57726502418518	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	104431
0.0026534796	22.817826986312866	94	192.83333333333334	16.02515383874849	200.0	157.0	192.83333333333334	16.02515383874849	1157	105588
0.0	23.076083183288574	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	106788
0.0	23.338951349258423	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	107988
0.0	23.599453449249268	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	109188
0.0	23.844348907470703	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	110388
0.0	24.100698947906494	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	111588
