LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.051206507	0.4761784076690674	0	24.51219512195122	12.020555466284618	52.0	11.0	24.51219512195122	12.020555466284618	1005	1005
0.043527387	0.7690291404724121	1	25.94871794871795	10.367475567291962	51.0	12.0	25.94871794871795	10.367475567291962	1012	2017
0.06486598	1.0372138023376465	2	29.470588235294116	16.526690167401135	83.0	11.0	29.470588235294116	16.526690167401135	1002	3019
0.071678445	1.3364362716674805	3	28.61111111111111	12.955646083159987	70.0	10.0	28.61111111111111	12.955646083159987	1030	4049
0.06333622	1.6348612308502197	4	34.96551724137931	16.973575322106417	68.0	10.0	34.96551724137931	16.973575322106417	1014	5063
0.022122264	1.8642780780792236	5	37.18518518518518	15.869927389124275	77.0	15.0	37.18518518518518	15.869927389124275	1004	6067
0.05221717	2.0709779262542725	6	38.57692307692308	20.36054456904159	102.0	12.0	38.57692307692308	20.36054456904159	1003	7070
0.013009906	2.2963674068450928	7	36.07142857142857	19.76997827050719	92.0	12.0	36.07142857142857	19.76997827050719	1010	8080
0.0993718	2.5125372409820557	8	42.208333333333336	26.804817923069145	112.0	15.0	42.208333333333336	26.804817923069145	1013	9093
0.009544849	2.7257168292999268	9	40.36	14.518622524192851	80.0	15.0	40.36	14.518622524192851	1009	10102
0.011492521	2.9441776275634766	10	39.5	16.553526233682984	84.0	16.0	39.5	16.553526233682984	1027	11129
0.045556843	3.1713452339172363	11	40.61538461538461	21.13341670850097	110.0	13.0	40.61538461538461	21.13341670850097	1056	12185
0.04698126	3.3912174701690674	12	45.52173913043478	25.517035341661447	118.0	13.0	45.52173913043478	25.517035341661447	1047	13232
0.08942044	3.6174910068511963	13	40.38461538461539	21.38309347102361	109.0	14.0	40.38461538461539	21.38309347102361	1050	14282
0.050084412	3.836791515350342	14	43.208333333333336	19.855685933477314	111.0	16.0	43.208333333333336	19.855685933477314	1037	15319
0.09758818	4.049881458282471	15	49.666666666666664	28.561268034630956	136.0	15.0	49.666666666666664	28.561268034630956	1043	16362
0.01789701	4.2608418464660645	16	43.69565217391305	17.45910696109675	88.0	19.0	43.69565217391305	17.45910696109675	1005	17367
0.055515766	4.4760823249816895	17	53.78947368421053	26.106218148915808	109.0	20.0	53.78947368421053	26.106218148915808	1022	18389
0.063742876	4.694027662277222	18	60.23529411764706	28.8067177862973	118.0	26.0	60.23529411764706	28.8067177862973	1024	19413
-0.00048786402	4.90418553352356	19	48.42857142857143	18.25630074814727	106.0	29.0	48.42857142857143	18.25630074814727	1017	20430
0.020550936	5.111330270767212	20	63.5625	22.228834736665796	116.0	26.0	63.5625	22.228834736665796	1017	21447
0.008009136	5.334010124206543	21	56.77777777777778	26.243635324812157	123.0	22.0	56.77777777777778	26.243635324812157	1022	22469
0.0007545054	5.548697471618652	22	73.5	28.76195403653931	118.0	32.0	73.5	28.76195403653931	1029	23498
0.023097828	5.774069547653198	23	49.904761904761905	19.048571404763095	95.0	21.0	49.904761904761905	19.048571404763095	1048	24546
