Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenSt	TimestepsThisBatch	TimestepsSoFar
0.9072372913360596	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.4426236152648926	1	25.15	12.62844	61.0	9.0	25.15	12.62844012536782	1006	2008
1.8729345798492432	2	54.8	34.31559	145.0	14.0	54.8	34.31559412278913	1096	3104
2.2874205112457275	3	84.92308	38.13027	155.0	30.0	84.92307692307692	38.13026566604688	1104	4208
2.624695062637329	4	78.23077	30.367376	135.0	26.0	78.23076923076923	30.36737582987538	1017	5225
2.947627067565918	5	91.0	27.236618	145.0	47.0	91.0	27.236617509032456	1092	6317
3.199387311935425	6	111.0	27.992855	148.0	42.0	111.0	27.992856231545932	1110	7427
3.471160411834717	7	155.71428	40.36517	200.0	86.0	155.71428571428572	40.36516987175342	1090	8517
3.7228260040283203	8	156.0	28.178005	195.0	117.0	156.0	28.178005607210743	1092	9609
4.013146638870239	9	195.5	10.062305	200.0	173.0	195.5	10.062305898749054	1173	10782
4.289419651031494	10	184.66667	22.595476	200.0	143.0	184.66666666666666	22.595476440109767	1108	11890
4.60415506362915	11	196.16667	8.571594	200.0	177.0	196.16666666666666	8.571593913749194	1177	13067
4.902099609375	12	200.0	0.0	200.0	200.0	200.0	0.0	1200	14267
5.32086181640625	13	200.0	0.0	200.0	200.0	200.0	0.0	1200	15467
5.72253155708313	14	200.0	0.0	200.0	200.0	200.0	0.0	1200	16667
6.0800464153289795	15	200.0	0.0	200.0	200.0	200.0	0.0	1200	17867
6.357659101486206	16	200.0	0.0	200.0	200.0	200.0	0.0	1200	19067
6.660478353500366	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	20267
6.948696851730347	18	200.0	0.0	200.0	200.0	200.0	0.0	1200	21467
7.373557806015015	19	200.0	0.0	200.0	200.0	200.0	0.0	1200	22667
7.791367053985596	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	23867
8.141956806182861	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	25067
8.451505899429321	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	26267
8.767131567001343	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	27467
9.043974161148071	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	28667
9.319527626037598	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	29867
9.615260601043701	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	31067
9.891047477722168	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	32267
10.269383668899536	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	33467
10.680267572402954	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	34667
