Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenSt	TimestepsThisBatch	TimestepsSoFar
0.8321256637573242	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
1.3630168437957764	1	24.452381	15.784566	89.0	9.0	24.452380952380953	15.784565066262225	1027	2034
1.694157361984253	2	36.07143	18.232483	98.0	12.0	36.07142857142857	18.232483906142768	1010	3044
1.935349941253662	3	58.444443	32.525585	128.0	19.0	58.44444444444444	32.52558347281281	1052	4096
2.1925439834594727	4	60.294117	18.400015	87.0	29.0	60.294117647058826	18.400015044374772	1025	5121
2.5760700702667236	5	74.64286	30.499664	163.0	40.0	74.64285714285714	30.499665438111524	1045	6166
2.983150005340576	6	97.36364	41.696465	200.0	48.0	97.36363636363636	41.69646317521804	1071	7237
3.3627986907958984	7	101.4	34.837337	170.0	38.0	101.4	34.83733629312092	1014	8251
3.7512757778167725	8	146.0	46.08959	200.0	65.0	146.0	46.08958667638494	1168	9419
4.0193564891815186	9	127.0	52.12485	190.0	40.0	127.0	52.124850119688595	1016	10435
4.306037187576294	10	183.33333	34.653843	200.0	106.0	183.33333333333334	34.65384378231207	1100	11535
4.543650388717651	11	169.66667	32.417416	200.0	124.0	169.66666666666666	32.417416443771224	1018	12553
4.797616481781006	12	173.16667	32.784225	200.0	127.0	173.16666666666666	32.78422723743165	1039	13592
5.0992748737335205	13	200.0	0.0	200.0	200.0	200.0	0.0	1200	14792
5.405300617218018	14	195.83333	9.31695	200.0	175.0	195.83333333333334	9.316949906249123	1175	15967
5.794555902481079	15	197.0	4.830459	200.0	187.0	197.0	4.83045891539648	1182	17149
6.177966356277466	16	200.0	0.0	200.0	200.0	200.0	0.0	1200	18349
6.598330974578857	17	185.83333	31.677631	200.0	115.0	185.83333333333334	31.677629681247023	1115	19464
6.990477085113525	18	183.5	32.22706	200.0	112.0	183.5	32.227059023952734	1101	20565
7.401960849761963	19	199.5	0.7637626	200.0	198.0	199.5	0.7637626158259734	1197	21762
7.760797500610352	20	186.0	16.941074	200.0	153.0	186.0	16.941074346097416	1116	22878
8.11257529258728	21	183.16667	15.060065	200.0	156.0	183.16666666666666	15.060064925343303	1099	23977
8.485143661499023	22	188.66667	14.82865	200.0	157.0	188.66666666666666	14.828650946356813	1132	25109
8.749939680099487	23	185.33333	12.023126	200.0	168.0	185.33333333333334	12.023125864580955	1112	26221
9.147367715835571	24	179.33333	20.130133	200.0	141.0	179.33333333333334	20.130132195845665	1076	27297
9.577577590942383	25	179.83333	12.005786	196.0	162.0	179.83333333333334	12.005785642301335	1079	28376
9.995970487594604	26	187.5	15.019432	200.0	156.0	187.5	15.01943185787443	1125	29501
10.26694631576538	27	184.5	14.476993	200.0	159.0	184.5	14.476993242152645	1107	30608
10.6051025390625	28	191.83333	12.198588	200.0	166.0	191.83333333333334	12.19858826076016	1151	31759
10.934897899627686	29	190.83333	9.564111	200.0	178.0	190.83333333333334	9.564111156935715	1145	32904
11.22244930267334	30	199.0	2.236068	200.0	194.0	199.0	2.23606797749979	1194	34098
11.576031684875488	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35298
11.890389680862427	32	199.66667	0.4714045	200.0	199.0	199.66666666666666	0.4714045207910317	1198	36496
12.19700288772583	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37696
12.53566312789917	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	38896
12.871862411499023	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40096
13.225029706954956	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41296
13.507384538650513	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42496
13.865113258361816	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	43696
14.188844203948975	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	44896
14.48798394203186	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	46096
14.783977508544922	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	47296
15.133169651031494	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	48496
15.413697957992554	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	49696
15.72843599319458	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	50896
16.033194541931152	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	52096
16.34374499320984	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	53296
16.645143747329712	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	54496
16.94600200653076	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	55696
17.22229814529419	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	56896
17.48182463645935	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	58096
17.764787197113037	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	59296
18.049378871917725	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	60496
18.328701496124268	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	61696
18.601027488708496	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	62896
18.857640504837036	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	64096
19.117194175720215	56	187.33333	18.651781	200.0	153.0	187.33333333333334	18.651779778050376	1124	65220
19.421804428100586	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	66420
19.696298837661743	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	67620
19.989163875579834	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	68820
20.281853199005127	60	172.83333	26.878843	200.0	128.0	172.83333333333334	26.878843394428678	1037	69857
20.56466007232666	61	169.14285	34.06896	200.0	102.0	169.14285714285714	34.068957682192455	1184	71041
20.888724327087402	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	72241
21.163339376449585	63	167.14285	30.530682	200.0	123.0	167.14285714285714	30.530680453923587	1170	73411
21.4564311504364	64	185.5	23.676641	200.0	136.0	185.5	23.676641090605173	1113	74524
21.88011622428894	65	185.0	33.54102	200.0	110.0	185.0	33.54101966249684	1110	75634
22.31095790863037	66	190.16667	14.564989	200.0	163.0	190.16666666666666	14.564988461680596	1141	76775
22.64831018447876	67	200.0	0.0	200.0	200.0	200.0	0.0	1200	77975
22.93679404258728	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	79175
23.244965314865112	69	200.0	0.0	200.0	200.0	200.0	0.0	1200	80375
23.52499294281006	70	200.0	0.0	200.0	200.0	200.0	0.0	1200	81575
23.8106369972229	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	82775
24.180854320526123	72	200.0	0.0	200.0	200.0	200.0	0.0	1200	83975
24.559866666793823	73	193.5	14.534442	200.0	161.0	193.5	14.534441853748634	1161	85136
24.93849778175354	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	86336
25.241365671157837	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	87536
25.533790588378906	76	200.0	0.0	200.0	200.0	200.0	0.0	1200	88736
25.830606698989868	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	89936
26.308392763137817	78	200.0	0.0	200.0	200.0	200.0	0.0	1200	91136
26.8718101978302	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	92336
27.22480058670044	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	93536
27.6513352394104	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	94736
28.09055495262146	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	95936
28.536306142807007	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	97136
28.84798526763916	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	98336
29.124424934387207	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	99536
29.510788440704346	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	100736
29.802509546279907	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	101936
30.09417152404785	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	103136
30.47266960144043	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	104336
30.777257442474365	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	105536
31.090534448623657	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	106736
31.411405086517334	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	107936
31.743369817733765	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	109136
32.07917594909668	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	110336
32.386762619018555	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	111536
32.67430520057678	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	112736
33.01019477844238	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	113936
33.30496883392334	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	115136
33.628209829330444	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	116336
